"","ID","Name","NumberOfPersons","global_id","Year","Month","Sex"
"1676","1676","Аяна",10,"323293299",2016,"май","female"
"1677","1677","Евдокия",10,"323293300",2016,"май","female"
"1678","1678","Мила",10,"323293301",2016,"май","female"
"1679","1679","Мия",10,"323293302",2016,"май","female"
"1680","1680","Раяна",10,"323293303",2016,"май","female"
"1681","1681","Сабина",10,"323293304",2016,"май","female"
"1682","1682","Валентина",9,"323293305",2016,"май","female"
"1683","1683","Каролина",9,"323293306",2016,"май","female"
"1684","1684","Антонина",8,"323293307",2016,"май","female"
"1685","1685","Алла",8,"323293308",2016,"май","female"
"1686","1686","Аиша",8,"323293310",2016,"май","female"
"1687","1687","Лидия",8,"323293311",2016,"май","female"
"1688","1688","Серафима",8,"323293312",2016,"май","female"
"1689","1689","Адель",7,"323293313",2016,"май","female"
"1690","1690","Ариана",7,"323293314",2016,"май","female"
"1691","1691","Арууке",7,"323293315",2016,"май","female"
"1692","1692","Марта",7,"323293316",2016,"май","female"
"1693","1693","Эвелина",7,"323293317",2016,"май","female"
"1694","1694","Ани",6,"323293318",2016,"май","female"
"1695","1695","Агния",6,"323293319",2016,"май","female"
"1696","1696","Амалия",6,"323293320",2016,"май","female"
"1697","1697","Алисия",6,"323293321",2016,"май","female"
"1698","1698","Амира",6,"323293322",2016,"май","female"
"1699","1699","Василина",6,"323293323",2016,"май","female"
"1700","1700","Глафира",6,"323293324",2016,"май","female"
"1701","1701","Мария",283,"171626649",2016,"июнь","female"
"1702","1702","София",252,"171626650",2016,"июнь","female"
"1703","1703","Виктория",239,"171626651",2016,"июнь","female"
"1704","1704","Алиса",236,"171626652",2016,"июнь","female"
"1705","1705","Анна",227,"171626653",2016,"июнь","female"
"1706","1706","Анастасия",227,"171626654",2016,"июнь","female"
"1707","1707","Полина",189,"171626655",2016,"июнь","female"
"1708","1708","Александра",184,"171626656",2016,"июнь","female"
"1709","1709","Ксения",178,"171626657",2016,"июнь","female"
"1710","1710","Елизавета",172,"171626658",2016,"июнь","female"
"1711","1711","Дарья",168,"323276919",2016,"июнь","female"
"1712","1712","Варвара",158,"323276922",2016,"июнь","female"
"1713","1713","Арина",142,"323276923",2016,"июнь","female"
"1714","1714","Екатерина",140,"323276924",2016,"июнь","female"
"1715","1715","Василиса",129,"323276925",2016,"июнь","female"
"1716","1716","Валерия",118,"323276926",2016,"июнь","female"
"1717","1717","Софья",114,"323276927",2016,"июнь","female"
"1718","1718","Ева",99,"323276928",2016,"июнь","female"
"1719","1719","Милана",93,"323276929",2016,"июнь","female"
"1720","1720","Вероника",91,"323276930",2016,"июнь","female"
"1721","1721","Таисия",83,"323276931",2016,"июнь","female"
"1722","1722","Ульяна",77,"323276934",2016,"июнь","female"
"1723","1723","Алёна",74,"323276935",2016,"июнь","female"
"1724","1724","Маргарита",73,"323276936",2016,"июнь","female"
"1725","1725","Кристина",72,"323276937",2016,"июнь","female"
"1726","1726","Кира",71,"323276938",2016,"июнь","female"
"1727","1727","Вера",66,"323276939",2016,"июнь","female"
"1728","1728","Алина",54,"323276940",2016,"июнь","female"
"1729","1729","Мирослава",54,"323276941",2016,"июнь","female"
"1730","1730","Есения",51,"323276942",2016,"июнь","female"
"1731","1731","Диана",50,"323276974",2016,"июнь","female"
"1732","1732","Ольга",49,"323276975",2016,"июнь","female"
"1733","1733","Елена",47,"323276976",2016,"июнь","female"
"1734","1734","Амина",45,"323276977",2016,"июнь","female"
"1735","1735","Юлия",45,"323276978",2016,"июнь","female"
"1736","1736","Майя",40,"323276979",2016,"июнь","female"
"1737","1737","Сафия",40,"323276980",2016,"июнь","female"
"1738","1738","Ирина",38,"323276981",2016,"июнь","female"
"1739","1739","Ангелина",37,"323276982",2016,"июнь","female"
"1740","1740","Евгения",34,"323276983",2016,"июнь","female"
"1741","1741","Татьяна",32,"323276984",2016,"июнь","female"
"1742","1742","Яна",31,"323276985",2016,"июнь","female"
"1743","1743","Стефания",26,"323276986",2016,"июнь","female"
"1744","1744","Агата",23,"323276987",2016,"июнь","female"
"1745","1745","Злата",23,"323276988",2016,"июнь","female"
"1746","1746","Эмилия",23,"323276989",2016,"июнь","female"
"1747","1747","Дарина",22,"323276990",2016,"июнь","female"
"1748","1748","Светлана",22,"323276991",2016,"июнь","female"
"1749","1749","Аделина",21,"323276992",2016,"июнь","female"
"1750","1750","Ника",21,"323276993",2016,"июнь","female"
"1751","1751","Ясмина",21,"323276994",2016,"июнь","female"
"1752","1752","Надежда",20,"323276995",2016,"июнь","female"
"1753","1753","Марианна",19,"323276996",2016,"июнь","female"
"1754","1754","Нина",19,"323276997",2016,"июнь","female"
"1755","1755","Марьям",18,"323276998",2016,"июнь","female"
"1756","1756","Ярослава",17,"323276999",2016,"июнь","female"
"1757","1757","Агния",16,"323277000",2016,"июнь","female"
"1758","1758","Любовь",16,"323277001",2016,"июнь","female"
"1759","1759","Николь",16,"323277002",2016,"июнь","female"
"1760","1760","Тамара",16,"323277003",2016,"июнь","female"
"1761","1761","Фатима",16,"323277004",2016,"июнь","female"
"1762","1762","Оливия",15,"323277005",2016,"июнь","female"
"1763","1763","Элина",15,"323277006",2016,"июнь","female"
"1764","1764","Ариана",14,"323277007",2016,"июнь","female"
"1765","1765","Марина",14,"323277008",2016,"июнь","female"
"1766","1766","Милена",14,"323277009",2016,"июнь","female"
"1767","1767","Серафима",14,"323277010",2016,"июнь","female"
"1768","1768","Амелия",12,"323277011",2016,"июнь","female"
"1769","1769","Лидия",12,"323277012",2016,"июнь","female"
"1770","1770","Малика",12,"323277013",2016,"июнь","female"
"1771","1771","Мира",12,"323277014",2016,"июнь","female"
"1772","1772","Алисия",11,"323277015",2016,"июнь","female"
"1773","1773","Камилла",11,"323277017",2016,"июнь","female"
"1774","1774","Лилия",11,"323277018",2016,"июнь","female"
"1775","1775","Наталья",11,"323277019",2016,"июнь","female"
"1776","1776","Карина",10,"323277020",2016,"июнь","female"
"1777","1777","Мадина",10,"323277021",2016,"июнь","female"
"1778","1778","Марьяна",10,"323277022",2016,"июнь","female"
"1779","1779","Олеся",10,"323277023",2016,"июнь","female"
"1780","1780","Сабина",10,"323277024",2016,"июнь","female"
"1781","1781","Аврора",9,"323277025",2016,"июнь","female"
"1782","1782","Аиша",9,"323277026",2016,"июнь","female"
"1783","1783","Альбина",9,"323277027",2016,"июнь","female"
"1784","1784","Алия",9,"323277028",2016,"июнь","female"
"1785","1785","Антонина",9,"323277029",2016,"июнь","female"
"1786","1786","Лия",9,"323277030",2016,"июнь","female"
"1787","1787","Мия",9,"323277031",2016,"июнь","female"
"1788","1788","Нелли",9,"323277032",2016,"июнь","female"
"1789","1789","Эвелина",9,"323277033",2016,"июнь","female"
"1790","1790","Анжелика",8,"323277034",2016,"июнь","female"
"1791","1791","Амалия",8,"323277035",2016,"июнь","female"
"1792","1792","Зоя",8,"323277036",2016,"июнь","female"
"1793","1793","Каролина",8,"323277037",2016,"июнь","female"
"1794","1794","Сумая",8,"323277038",2016,"июнь","female"
"1795","1795","Эмма",8,"323277039",2016,"июнь","female"
"1796","1796","Амира",7,"323277040",2016,"июнь","female"
"1797","1797","Валентина",7,"323277041",2016,"июнь","female"
"1798","1798","Владислава",7,"323277042",2016,"июнь","female"
"1799","1799","Дана",7,"323277043",2016,"июнь","female"
"1800","1800","Евдокия",7,"323277044",2016,"июнь","female"
"1801","1801","Мария",266,"272397838",2016,"июль","female"
"1802","1802","Анна",242,"272397839",2016,"июль","female"
"1803","1803","Виктория",238,"272397842",2016,"июль","female"
"1804","1804","Анастасия",219,"272397843",2016,"июль","female"
"1805","1805","София",217,"272397844",2016,"июль","female"
"1806","1806","Алиса",203,"272397845",2016,"июль","female"
"1807","1807","Александра",199,"272397846",2016,"июль","female"
"1808","1808","Полина",193,"272397847",2016,"июль","female"
"1809","1809","Дарья",171,"272397848",2016,"июль","female"
"1810","1810","Елизавета",169,"272397849",2016,"июль","female"
"1811","1811","Екатерина",157,"284582964",2016,"июль","female"
"1812","1812","Арина",152,"284582965",2016,"июль","female"
"1813","1813","Варвара",146,"284582966",2016,"июль","female"
"1814","1814","Вероника",141,"284582967",2016,"июль","female"
"1815","1815","Валерия",127,"284582968",2016,"июль","female"
"1816","1816","Софья",126,"284582969",2016,"июль","female"
"1817","1817","Ксения",122,"284582970",2016,"июль","female"
"1818","1818","Василиса",118,"284582971",2016,"июль","female"
"1819","1819","Ева",92,"284582972",2016,"июль","female"
"1820","1820","Милана",92,"284582973",2016,"июль","female"
"1821","1821","Ульяна",90,"284582974",2016,"июль","female"
"1822","1822","Кира",74,"284582975",2016,"июль","female"
"1823","1823","Алёна",70,"284582976",2016,"июль","female"
"1824","1824","Кристина",64,"284582977",2016,"июль","female"
"1825","1825","Юлия",63,"284582978",2016,"июль","female"
"1826","1826","Алина",62,"284582979",2016,"июль","female"
"1827","1827","Вера",60,"284582981",2016,"июль","female"
